6.4450 	WARNING 	Monitor specification not found. Creating a temporary one...
8.4040 	EXP 	Created letter_reminder = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='letter_reminder', opacity=1.0, ori=0, pos=array([ 0.  , -0.45]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
8.4100 	EXP 	Created fdbk_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fdbk_txt', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
8.4195 	EXP 	Created fdbk_cont = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fdbk_cont', opacity=1.0, ori=0, pos=array([ 0. , -0.4]), rgb=array([255., 255., 255.]), text='Press SPACE to continue.', units='height', win=Window(...), wrapWidth=1)
8.4682 	EXP 	gen_instr_txt: autoDraw = True
8.4682 	EXP 	instr_cont: autoDraw = True
8.8893 	DATA 	Keypress: space
8.9184 	EXP 	gen_instr_txt: autoDraw = False
8.9184 	EXP 	instr_cont: autoDraw = False
8.9184 	EXP 	gen_instr_2_txt: autoDraw = True
8.9184 	EXP 	instr_2_cont: autoDraw = True
9.1881 	EXP 	Imported NLT_Blocks.xlsx as conditions, 3 conditions, 4 params
9.1883 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
9.1885 	EXP 	New trial (rep=0, index=0): OrderedDict([('block', 1), ('cond_file', 'NLT_Block_1.xlsx'), ('ready_msg', 'Respond by pressing:\n        F if the number is odd\n        J if the number is even\n\nRemember...\n        Odd numbers are 1, 3, 5, 7, and 9\n        Even numbers are 2, 4, 6, and 8'), ('fdbk_msg', 'Good work! \n\nIn this second block, number-letter pairs will only appear on the bottom half of the screen. \n\nDecide if the letter is a consonant or a vowel. ')])
9.2613 	DATA 	Keypress: space
9.2682 	EXP 	gen_instr_2_txt: autoDraw = False
9.2682 	EXP 	instr_2_cont: autoDraw = False
9.2682 	EXP 	rdy_txt: text = 'Respond by pressing:\n        F if the number is odd\n        J if the number is even\n\nRemember...\n        Odd numbers are 1, 3, 5, 7, and 9\n        Even numbers are 2, 4, 6, and 8'
9.2682 	EXP 	rdy_txt: autoDraw = True
9.2682 	EXP 	rdy_cont: autoDraw = True
9.5319 	EXP 	Imported NLT_Block_1.xlsx as conditions, 32 conditions, 7 params
9.5321 	EXP 	Created sequence: sequential, trialTypes=32, nReps=1, seed=None
9.5324 	EXP 	New trial (rep=0, index=0): OrderedDict([('pair', '2G'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
9.5565 	DATA 	Keypress: space
9.5683 	EXP 	rdy_txt: autoDraw = False
9.5683 	EXP 	rdy_cont: autoDraw = False
9.5683 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
9.5683 	EXP 	NL_Pair: text = '2G'
9.5683 	EXP 	number_reminder: text = 'F = Odd        J = Even'
9.5683 	EXP 	letter_reminder: text = ' '
9.5683 	EXP 	NL_Pair: autoDraw = True
9.5683 	EXP 	number_reminder: autoDraw = True
9.5683 	EXP 	letter_reminder: autoDraw = True
11.9067 	EXP 	New trial (rep=0, index=1): OrderedDict([('pair', '5I'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
11.9189 	DATA 	Keypress: f
11.9350 	EXP 	NL_Pair: autoDraw = False
11.9350 	EXP 	number_reminder: autoDraw = False
11.9350 	EXP 	letter_reminder: autoDraw = False
11.9350 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
11.9350 	EXP 	NL_Pair: text = '5I'
11.9350 	EXP 	number_reminder: text = 'F = Odd        J = Even'
11.9350 	EXP 	letter_reminder: text = ' '
11.9350 	EXP 	NL_Pair: autoDraw = True
11.9350 	EXP 	number_reminder: autoDraw = True
11.9350 	EXP 	letter_reminder: autoDraw = True
12.4063 	EXP 	New trial (rep=0, index=2): OrderedDict([('pair', '2K'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
12.4183 	DATA 	Keypress: j
12.4351 	EXP 	NL_Pair: autoDraw = False
12.4351 	EXP 	number_reminder: autoDraw = False
12.4351 	EXP 	letter_reminder: autoDraw = False
12.4351 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
12.4351 	EXP 	NL_Pair: text = '2K'
12.4351 	EXP 	number_reminder: text = 'F = Odd        J = Even'
12.4351 	EXP 	letter_reminder: text = ' '
12.4351 	EXP 	NL_Pair: autoDraw = True
12.4351 	EXP 	number_reminder: autoDraw = True
12.4351 	EXP 	letter_reminder: autoDraw = True
12.8229 	EXP 	New trial (rep=0, index=3): OrderedDict([('pair', '7A'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
12.8359 	DATA 	Keypress: f
12.8519 	EXP 	NL_Pair: autoDraw = False
12.8519 	EXP 	number_reminder: autoDraw = False
12.8519 	EXP 	letter_reminder: autoDraw = False
12.8519 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
12.8519 	EXP 	NL_Pair: text = '7A'
12.8519 	EXP 	number_reminder: text = 'F = Odd        J = Even'
12.8519 	EXP 	letter_reminder: text = ' '
12.8519 	EXP 	NL_Pair: autoDraw = True
12.8519 	EXP 	number_reminder: autoDraw = True
12.8519 	EXP 	letter_reminder: autoDraw = True
13.0563 	EXP 	New trial (rep=0, index=4): OrderedDict([('pair', '1E'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.0696 	DATA 	Keypress: j
13.0851 	EXP 	NL_Pair: autoDraw = False
13.0851 	EXP 	number_reminder: autoDraw = False
13.0851 	EXP 	letter_reminder: autoDraw = False
13.0851 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
13.0851 	EXP 	NL_Pair: text = '1E'
13.0851 	EXP 	number_reminder: text = 'F = Odd        J = Even'
13.0851 	EXP 	letter_reminder: text = ' '
13.0851 	EXP 	NL_Pair: autoDraw = True
13.0851 	EXP 	number_reminder: autoDraw = True
13.0851 	EXP 	letter_reminder: autoDraw = True
13.2901 	DATA 	Keypress: f
13.3063 	EXP 	New trial (rep=0, index=5): OrderedDict([('pair', '6R'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.3350 	EXP 	NL_Pair: autoDraw = False
13.3350 	EXP 	number_reminder: autoDraw = False
13.3350 	EXP 	letter_reminder: autoDraw = False
13.3350 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
13.3350 	EXP 	NL_Pair: text = '6R'
13.3350 	EXP 	number_reminder: text = 'F = Odd        J = Even'
13.3350 	EXP 	letter_reminder: text = ' '
13.3350 	EXP 	NL_Pair: autoDraw = True
13.3350 	EXP 	number_reminder: autoDraw = True
13.3350 	EXP 	letter_reminder: autoDraw = True
13.4734 	DATA 	Keypress: j
13.4899 	EXP 	New trial (rep=0, index=6): OrderedDict([('pair', '9I'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.5184 	EXP 	NL_Pair: autoDraw = False
13.5184 	EXP 	number_reminder: autoDraw = False
13.5184 	EXP 	letter_reminder: autoDraw = False
13.5184 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
13.5184 	EXP 	NL_Pair: text = '9I'
13.5184 	EXP 	number_reminder: text = 'F = Odd        J = Even'
13.5184 	EXP 	letter_reminder: text = ' '
13.5184 	EXP 	NL_Pair: autoDraw = True
13.5184 	EXP 	number_reminder: autoDraw = True
13.5184 	EXP 	letter_reminder: autoDraw = True
13.6396 	EXP 	New trial (rep=0, index=7): OrderedDict([('pair', '6M'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.6516 	DATA 	Keypress: f
13.6684 	EXP 	NL_Pair: autoDraw = False
13.6684 	EXP 	number_reminder: autoDraw = False
13.6684 	EXP 	letter_reminder: autoDraw = False
13.6684 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
13.6684 	EXP 	NL_Pair: text = '6M'
13.6684 	EXP 	number_reminder: text = 'F = Odd        J = Even'
13.6684 	EXP 	letter_reminder: text = ' '
13.6684 	EXP 	NL_Pair: autoDraw = True
13.6684 	EXP 	number_reminder: autoDraw = True
13.6684 	EXP 	letter_reminder: autoDraw = True
13.7393 	DATA 	Keypress: j
13.7562 	EXP 	New trial (rep=0, index=8): OrderedDict([('pair', '1R'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.7682 	EXP 	NL_Pair: autoDraw = False
13.7682 	EXP 	number_reminder: autoDraw = False
13.7682 	EXP 	letter_reminder: autoDraw = False
13.7682 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
13.7682 	EXP 	NL_Pair: text = '1R'
13.7682 	EXP 	number_reminder: text = 'F = Odd        J = Even'
13.7682 	EXP 	letter_reminder: text = ' '
13.7682 	EXP 	NL_Pair: autoDraw = True
13.7682 	EXP 	number_reminder: autoDraw = True
13.7682 	EXP 	letter_reminder: autoDraw = True
13.8576 	DATA 	Keypress: f
13.8727 	EXP 	New trial (rep=0, index=9): OrderedDict([('pair', '2R'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.8849 	EXP 	NL_Pair: autoDraw = False
13.8849 	EXP 	number_reminder: autoDraw = False
13.8849 	EXP 	letter_reminder: autoDraw = False
13.8849 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
13.8849 	EXP 	NL_Pair: text = '2R'
13.8849 	EXP 	number_reminder: text = 'F = Odd        J = Even'
13.8849 	EXP 	letter_reminder: text = ' '
13.8849 	EXP 	NL_Pair: autoDraw = True
13.8849 	EXP 	number_reminder: autoDraw = True
13.8849 	EXP 	letter_reminder: autoDraw = True
13.9894 	EXP 	New trial (rep=0, index=10): OrderedDict([('pair', '9E'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
13.9976 	DATA 	Keypress: j
14.0015 	EXP 	NL_Pair: autoDraw = False
14.0015 	EXP 	number_reminder: autoDraw = False
14.0015 	EXP 	letter_reminder: autoDraw = False
14.0015 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
14.0015 	EXP 	NL_Pair: text = '9E'
14.0015 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.0015 	EXP 	letter_reminder: text = ' '
14.0015 	EXP 	NL_Pair: autoDraw = True
14.0015 	EXP 	number_reminder: autoDraw = True
14.0015 	EXP 	letter_reminder: autoDraw = True
14.0893 	EXP 	New trial (rep=0, index=11): OrderedDict([('pair', '7K'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.0969 	DATA 	Keypress: f
14.1014 	EXP 	NL_Pair: autoDraw = False
14.1014 	EXP 	number_reminder: autoDraw = False
14.1014 	EXP 	letter_reminder: autoDraw = False
14.1014 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
14.1014 	EXP 	NL_Pair: text = '7K'
14.1014 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.1014 	EXP 	letter_reminder: text = ' '
14.1014 	EXP 	NL_Pair: autoDraw = True
14.1014 	EXP 	number_reminder: autoDraw = True
14.1014 	EXP 	letter_reminder: autoDraw = True
14.1896 	EXP 	New trial (rep=0, index=12): OrderedDict([('pair', '8M'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.1992 	DATA 	Keypress: j
14.2185 	EXP 	NL_Pair: autoDraw = False
14.2185 	EXP 	number_reminder: autoDraw = False
14.2185 	EXP 	letter_reminder: autoDraw = False
14.2185 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
14.2185 	EXP 	NL_Pair: text = '8M'
14.2185 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.2185 	EXP 	letter_reminder: text = ' '
14.2185 	EXP 	NL_Pair: autoDraw = True
14.2185 	EXP 	number_reminder: autoDraw = True
14.2185 	EXP 	letter_reminder: autoDraw = True
14.2894 	DATA 	Keypress: f
14.3062 	EXP 	New trial (rep=0, index=13): OrderedDict([('pair', '8K'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.3182 	EXP 	NL_Pair: autoDraw = False
14.3182 	EXP 	number_reminder: autoDraw = False
14.3182 	EXP 	letter_reminder: autoDraw = False
14.3182 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
14.3182 	EXP 	NL_Pair: text = '8K'
14.3182 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.3182 	EXP 	letter_reminder: text = ' '
14.3182 	EXP 	NL_Pair: autoDraw = True
14.3182 	EXP 	number_reminder: autoDraw = True
14.3182 	EXP 	letter_reminder: autoDraw = True
14.4229 	EXP 	New trial (rep=0, index=14): OrderedDict([('pair', '5G'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.4310 	DATA 	Keypress: j
14.4347 	EXP 	NL_Pair: autoDraw = False
14.4347 	EXP 	number_reminder: autoDraw = False
14.4347 	EXP 	letter_reminder: autoDraw = False
14.4347 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
14.4347 	EXP 	NL_Pair: text = '5G'
14.4347 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.4347 	EXP 	letter_reminder: text = ' '
14.4347 	EXP 	NL_Pair: autoDraw = True
14.4347 	EXP 	number_reminder: autoDraw = True
14.4347 	EXP 	letter_reminder: autoDraw = True
14.5394 	EXP 	New trial (rep=0, index=15): OrderedDict([('pair', '9U'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.5513 	DATA 	Keypress: f
14.5681 	EXP 	NL_Pair: autoDraw = False
14.5681 	EXP 	number_reminder: autoDraw = False
14.5681 	EXP 	letter_reminder: autoDraw = False
14.5681 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
14.5681 	EXP 	NL_Pair: text = '9U'
14.5681 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.5681 	EXP 	letter_reminder: text = ' '
14.5681 	EXP 	NL_Pair: autoDraw = True
14.5681 	EXP 	number_reminder: autoDraw = True
14.5681 	EXP 	letter_reminder: autoDraw = True
14.6396 	EXP 	New trial (rep=0, index=16): OrderedDict([('pair', '1G'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.6472 	DATA 	Keypress: j
14.6516 	EXP 	NL_Pair: autoDraw = False
14.6516 	EXP 	number_reminder: autoDraw = False
14.6516 	EXP 	letter_reminder: autoDraw = False
14.6516 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
14.6516 	EXP 	NL_Pair: text = '1G'
14.6516 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.6516 	EXP 	letter_reminder: text = ' '
14.6516 	EXP 	NL_Pair: autoDraw = True
14.6516 	EXP 	number_reminder: autoDraw = True
14.6516 	EXP 	letter_reminder: autoDraw = True
14.7228 	EXP 	New trial (rep=0, index=17): OrderedDict([('pair', '6I'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.7314 	DATA 	Keypress: f
14.7346 	EXP 	NL_Pair: autoDraw = False
14.7346 	EXP 	number_reminder: autoDraw = False
14.7346 	EXP 	letter_reminder: autoDraw = False
14.7346 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
14.7346 	EXP 	NL_Pair: text = '6I'
14.7346 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.7346 	EXP 	letter_reminder: text = ' '
14.7346 	EXP 	NL_Pair: autoDraw = True
14.7346 	EXP 	number_reminder: autoDraw = True
14.7346 	EXP 	letter_reminder: autoDraw = True
14.8559 	EXP 	New trial (rep=0, index=18): OrderedDict([('pair', '5U'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.8635 	DATA 	Keypress: j
14.8683 	EXP 	NL_Pair: autoDraw = False
14.8683 	EXP 	number_reminder: autoDraw = False
14.8683 	EXP 	letter_reminder: autoDraw = False
14.8683 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
14.8683 	EXP 	NL_Pair: text = '5U'
14.8683 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.8683 	EXP 	letter_reminder: text = ' '
14.8683 	EXP 	NL_Pair: autoDraw = True
14.8683 	EXP 	number_reminder: autoDraw = True
14.8683 	EXP 	letter_reminder: autoDraw = True
14.9728 	EXP 	New trial (rep=0, index=19): OrderedDict([('pair', '1M'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
14.9812 	DATA 	Keypress: f
14.9851 	EXP 	NL_Pair: autoDraw = False
14.9851 	EXP 	number_reminder: autoDraw = False
14.9851 	EXP 	letter_reminder: autoDraw = False
14.9851 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
14.9851 	EXP 	NL_Pair: text = '1M'
14.9851 	EXP 	number_reminder: text = 'F = Odd        J = Even'
14.9851 	EXP 	letter_reminder: text = ' '
14.9851 	EXP 	NL_Pair: autoDraw = True
14.9851 	EXP 	number_reminder: autoDraw = True
14.9851 	EXP 	letter_reminder: autoDraw = True
15.0732 	DATA 	Keypress: j
15.0889 	EXP 	New trial (rep=0, index=20): OrderedDict([('pair', '3M'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
15.1180 	EXP 	NL_Pair: autoDraw = False
15.1180 	EXP 	number_reminder: autoDraw = False
15.1180 	EXP 	letter_reminder: autoDraw = False
15.1180 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
15.1180 	EXP 	NL_Pair: text = '3M'
15.1180 	EXP 	number_reminder: text = 'F = Odd        J = Even'
15.1180 	EXP 	letter_reminder: text = ' '
15.1180 	EXP 	NL_Pair: autoDraw = True
15.1180 	EXP 	number_reminder: autoDraw = True
15.1180 	EXP 	letter_reminder: autoDraw = True
15.1890 	EXP 	New trial (rep=0, index=21): OrderedDict([('pair', '3K'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
15.1992 	DATA 	Keypress: f
15.2181 	EXP 	NL_Pair: autoDraw = False
15.2181 	EXP 	number_reminder: autoDraw = False
15.2181 	EXP 	letter_reminder: autoDraw = False
15.2181 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
15.2181 	EXP 	NL_Pair: text = '3K'
15.2181 	EXP 	number_reminder: text = 'F = Odd        J = Even'
15.2181 	EXP 	letter_reminder: text = ' '
15.2181 	EXP 	NL_Pair: autoDraw = True
15.2181 	EXP 	number_reminder: autoDraw = True
15.2181 	EXP 	letter_reminder: autoDraw = True
15.2885 	EXP 	New trial (rep=0, index=22): OrderedDict([('pair', '6E'), ('allowed', 'fj'), ('correct', 'j'), ('state', 'TopLeft'), ('position', [-0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
15.2970 	DATA 	Keypress: j
15.3009 	EXP 	NL_Pair: autoDraw = False
15.3009 	EXP 	number_reminder: autoDraw = False
15.3009 	EXP 	letter_reminder: autoDraw = False
15.3009 	EXP 	NL_Pair: pos = array([-0.3 ,  0.25])
15.3009 	EXP 	NL_Pair: text = '6E'
15.3009 	EXP 	number_reminder: text = 'F = Odd        J = Even'
15.3009 	EXP 	letter_reminder: text = ' '
15.3009 	EXP 	NL_Pair: autoDraw = True
15.3009 	EXP 	number_reminder: autoDraw = True
15.3009 	EXP 	letter_reminder: autoDraw = True
15.4055 	EXP 	New trial (rep=0, index=23): OrderedDict([('pair', '7I'), ('allowed', 'fj'), ('correct', 'f'), ('state', 'TopRight'), ('position', [0.3, 0.25]), ('num_reminder', 'F = Odd        J = Even'), ('lett_reminder', ' ')])
15.4131 	DATA 	Keypress: f
15.4177 	EXP 	NL_Pair: autoDraw = False
15.4177 	EXP 	number_reminder: autoDraw = False
15.4177 	EXP 	letter_reminder: autoDraw = False
15.4177 	EXP 	NL_Pair: pos = array([0.3 , 0.25])
15.4177 	EXP 	NL_Pair: text = '7I'
15.4177 	EXP 	number_reminder: text = 'F = Odd        J = Even'
15.4177 	EXP 	letter_reminder: text = ' '
15.4177 	EXP 	NL_Pair: autoDraw = True
15.4177 	EXP 	number_reminder: autoDraw = True
15.4177 	EXP 	letter_reminder: autoDraw = True
15.5062 	DATA 	Keypress: j
